Area_Code	Parameter_Code	Indicator_Code	Folder_Code	Folder_Desc	
VII	F	IMP	1.1.	The Head Librarian and staff, in coordination with other officials of the institution, prepare and manage the annual library budget.	
VII	F	IMP	I.2.	All fees and funds allocated for library resources and services are utilized solely for such purposes and are properly audited.	
VII	F	IMP	I.3.	Other sources of financial assistance are sought.	
VII	F	OUT	O.1	The financial support from fiduciary, supplemental and external funds is adequate.	
VII	G	SIP	S.1	The library is on the mailing list of agencies, foundations, etc., for exchange of publications and other books and journals donations.	
VII	G	IMP	I.1.	Linkages with other institutions and funding agencies are explored and established for purposes of enhancing library facilities and resources.	
VII	G	IMP	I.2.	The library establishes consortia, networking and resource sharing with other institutions and library collaborative activities.	
VII	G	OUT	O.1	Library resources sharing and linkages are well-established	
VIII	A	SIP	S.1	There is a Site Development Plan, and program of implementation.	
VIII	A	SIP	S.2.	The campus has accessible good roads and pathways.	
VIII	A	SIP	S.3.	The campus is in a well-planned, clean and properly landscape environment.	
VIII	A	SIP	S.4.	There is a system to ensure that all of the following are provided:	
VIII	A	SIP	S.4.1.	traffic safety in and outside the campus	
VIII	A	SIP	S.4.2.	waste management program	
VIII	A	SIP	S.4.3.	proper utilization, repair and upkeep of school facilities and equipment, and	
VIII	A	SIP	S.4.4.	cleanliness and orderliness of the school campus.	
VIII	A	SIP	S.5.	An area for outdoor activities, e.g. social, physical, athletic, cultural, military training, etc. exists.	
VIII	A	SIP	S.6.	There is campus security unit that ensures safety of the academic community.	
VIII	A	IMP	I.1.	The site infrastructure development plan is implemented as planned.	
VIII	A	IMP	I.2.	The site plan is strategically displayed inside the campus indicating the location of the different buildings, driveways, parking areas, etc.	
VIII	A	IMP	I.3.	The infrastructure development plan is implemented in accordance with approved zoning ordinances.	
VIII	A	IMP	I.4.	Covered walks are provided to protect the academic community from inclement weather.	
VIII	A	IMP	I.5.	The institution implements a Waste Management Program.	
VIII	A	IMP	I.6.	The Maintenance Unit or its equivalent periodically inspects school facilities and equipment to ensure their proper utilization and upkeep.	
VIII	A	OUT	0.1.	The Campus environment is conducive to all educational activities	
VIII	A	OUT	0.2.	The site can accommodate its present school population and future.	
VIII	A	OUT	0.3.	The campus is safe and well-maintained.	
VIII	A	OUT	0.4.	The campus is well-planned, clean and properly landscaped.	
VIII	B	SIP	S.1.	The buildings meet all requirements of the Building Code. A Certificate of Occupancy for each building is conspicuously displayed.	
VIII	B	SIP	S.2.	The buildings are constructed according to their respective uses.	
VIII	B	SIP	S.3.	The buildings are well-planned and appropriately located to provide for future expansion.	
VIII	B	SIP	S.4.	Entry and exit points permit the use of the buildings for public and other functions with minimum interference to school activities.	
VIII	B	SIP	S.5.	Emergency exits are provided and properly marked.	
VIII	B	SIP	S.6.	The buildings are equipped with emergency/ fire escapes which are readily accessible.	
VIII	B	SIP	S.7.	The corridors, doorways and alleys are well-constructed for better mobility.	
VIII	B	SIP	S.8.	The buildings are well-ventilated and lighted.	
VIII	B	SIP	S.9.	the buildings have facilities for persons with disability (PWDs) as provided by law.	
VIII	B	SIP	S.10.	There is a central signal and fire Alarm system.	
VIII	B	SIP	S.11.	There is readily accessible and functional fire extinguishers and other fire-fighting equipment.	
VIII	B	SIP	S.12.	Bulletin boards, display boards, waste disposal containers and other amenities are strategically located inside the buildings.	
VIII	B	SIP	S.13.	There is faculty rooms and offices.	
VIII	B	SIP	S.14.	The buildings are insured.	
VIII	B	IMP	I.1.	The buildings are clean, well-maintained and free from vandalistic acts.	
VIII	B	IMP	I.2.	Toilets are clean and well-maintained.	
VIII	B	IMP	I.3.	Electrical lines are safely installed and periodically checked.	
VIII	B	IMP	I.4.	Water facilities are functional and well-distributed in all buildings.	
VIII	B	IMP	I.5.	There is a periodic potability testing of drinking water.	
VIII	B	IMP	I.6.	Floor plans indicating fire exits and location of fire-fighting equipment, stand pipes, and other water sources are conspicuously displayed in each building.	
VIII	B	IMP	I.7.	All school facilities are periodically subjected to pest control and inspection.	
VIII	B	IMP	I.8.	Smoking is strictly prohibited inside the campus.	
VIII	B	IMP	I.9.	Periodic drill on disaster and risk reduction (earthquake, flood, fire, etc.) is conducted.	
VIII	B	OUT	O.1	The buildings and other facilities are safe, well-maintained and functional.	
VIII	C	SIP	S.1.	Classroom size (1.5 sq. m. per student) meets standard specifications for instruction.	
VIII	C	SIP	S.2.	The classrooms are well-lighted, ventilated and acoustically conditioned.	
VIII	C	SIP	S.3.	The classrooms are adequate and are provided with enough chairs, furniture and equipment.	
VIII	C	SIP	S.4.	There are sufficient supplies (chalkboards/ whiteboards, and instructional materials) in each classroom.	
VIII	C	IMP	I.1.	The classrooms are clearly marked and arranged relative to their functions.	
VIII	C	IMP	I.2.	The classrooms are well- maintained and free from interference.	
VIII	C	IMP	I.3.	Students cooperate in maintaining the cleanliness and orderliness of the classrooms.	
VIII	C	OUT	O.1	Classrooms are adequate and conducive to learning.	
VIII	D	SIP	S.1.	The administrative offices are accessible to stakeholders.	
VIII	D	SIP	S.2.	All offices are accessible and conveniently located in accordance to their functions.	
VIII	D	SIP	S.3.	There is offices and workspaces for all officials, faculty and administrative staff.	
VIII	D	SIP	S.4.	Administration and faculty offices and staff rooms are clean, well-lighted and ventilated.	
VIII	D	SIP	S.5.	Function rooms and lounge are available and accessible.	
VIII	D	SIP	S.6.	Storerooms are strategically located.	
VIII	D	SIP	S.7.	There is internal and external communication system.	
VIII	D	SIP	S.8.	There are clean toilets for administrators, faculty, staff, and students	
VIII	D	IMP	I.1.	All offices are furnished with the necessary equipment, furniture, supplies and materials.	
VIII	D	IMP	1.2.	All offices are well-maintained.	
VIII	D	OUT	O.1	The offices and staff rooms are adequate and conducive to working environment.	
VIII	E	SIP	S.1	Function rooms for holding meetings, conferences, convocations and similar activities are sufficient.	
VIII	E	SIP	S.2.	Facilities for athletic sports, cultural activities, military training, etc. are accessible.	
VIII	E	SIP	S.3.	The seating capacity conforms to standards.	
VIII	E	SIP	S.4	There are adequate and well-marked entry and exit points.	
VIII	E	SIP	S.5.	There are storage facilities for  athletic sports and other curricular training equipment	
VIII	E	IMP	I.1.	Indoor facilities are constructed with:	
VIII	E	IMP	I.1.1.	appropriate flooring;	
VIII	E	IMP	I.1.2.	proper lighting and ventilation;	
VIII	E	IMP	I.1.3.	safety measures;	
VIII	E	IMP	I.1.4.	toilets;	
VIII	E	IMP	I.1.5.	functional drinking facilities; and	
VIII	E	IMP	I.1.6.	enough chairs.	
VIII	E	IMP	I.2.	The constructed outdoor facilities are:	
VIII	E	IMP	I.2.1.	free from hazards;	
VIII	E	IMP	I.2.2.	suitably surfaced floor;	
VIII	E	IMP	I.2.3.	appropriately laid out for a variety of activities;	
VIII	E	IMP	I.2.4.	properly maintained and secured; and	
VIII	E	IMP	I.2.5.	installed with drainage system.	
VIII	E	IMP	I.3.	Assembly athletic sports and cultural facilities are sufficient and varied to meet the requirements of the institution.	
VIII	E	IMP	I.4.	Audio-visual room and facilities with appropriate equipment are utilized in support of the teaching-learning such as but not limited to video/ overhead/ slide projector	sound system LCD projectors and screens.
VIII	E	OUT	O.1	Indoor and outdoor facilities are well-equipped and properly maintained.	
VIII	F	SIP	S.1.	The Medical and Dental Clinic has basic facilities such as reception are, records section, examination/ treatment room and toilets.	
VIII	F	SIP	S.2.	The institution has functional medical and dental section/area.	
VIII	F	SIP	S.3.	Potable water is available and sufficient.	
VIII	F	SIP	S.4.	Medical and dental equipment are provided.	
VIII	F	SIP	S.5.	There are enough medical and dental supplies and materials.	
VIII	F	SIP	S.6.	Storage facilities ( refrigerator, steel cabinets, etc.) are available.	
VIII	F	SIP	S.7.	Medical and dental supplies and materials are properly labeled.	
VIII	F	SIP	S.8.	The following basic medical equipment and medicines are all available	
VIII	F	SIP	S.8.1.	emergency medicines;	
VIII	F	SIP	S.8.2.	ambobag;	
VIII	F	SIP	S.8.3.	oxygen tank;	
VIII	F	SIP	S.8.4.	intravenous fluid;	
VIII	F	SIP	S.8.5.	sphygmomanometer (at least 2 sets);	
VIII	F	SIP	S.8.6.	thermometer (at least 10 pcs);	
VIII	F	SIP	S.8.7.	daignostic sets;	
VIII	F	SIP	S.8.8.	stethoscope (at least 2 units);	
VIII	F	SIP	S.8.9.	treatment cart; and	
VIII	F	SIP	S.8.10.	nebulizer.	
VIII	F	SIP	S.9.	The following basic dental equipment and apparatuses are available	
VIII	F	SIP	S.9.1.	dental chair;	
VIII	F	SIP	S.9.2.	autoclave (sterilizer);	
VIII	F	SIP	S.9.3.	medical supplies;	
VIII	F	SIP	S.9.4.	filling instruments; and	
VIII	F	SIP	S.9.5.	basic instruments (forceps, mouth mirror, cotton fliers, explorer, etc).	
VIII	F	SIP	S.10.	The Medical/Dental Clinic has ample space, adequate lighting and ventilation.	
VIII	F	IMP	I.1.	The Medical and Dental Clinics are managed by qualified medical and dental officers.	
VIII	F	IMP	I.2.	Distinct rooms and storage areas are properly labeled	
VIII	F	IMP	I.3.	Medical and dental  services are regularly monitored and evaluated	
VIII	F	OUT	O.1	The medical, dental clinic and services are functional.	
VIII	G	SIP	S.1.	The institution has a Student Center with supplies and materials.	
VIII	G	SIP	S.2.	Policies and guidance on the proper utilization of Student Center are in place.	
VIII	G	SIP	S.3.	The Student Center is well-lightened and ventilated.	
VIII	G	SIP	S.4.	A conference room is available for students’ use.	
VIII	G	SIP	S.5.	There are facilities and equipment for table games, music appreciation, and TV or video viewing.	
VIII	G	IMP	S.6.	Cleaned and sanitary toilets, for men separate from those of women are available.	
VIII	G	SIP	S.7.	Toilets fixtures for students with special needs and PWD’s are provided.	
VIII	G	SIP	S.8.	There are officers for student leaders, the editorial staff of the student publication and the officers of other student organizations.	
VIII	G	IMP	I.1.	Student activities at the Student Center are regularly conducted and monitored.	
VIII	G	IMP	I.2.	The Student Center is properly maintained.	
VIII	G	OUT	O.1	The Student Center is fully equipped and functional.	
VIII	H	SIP	S.1	 The canteen/cafeteria is well-lightened, screened and provided with potable water supply.	
VIII	H	SIP	S.2.	There are enough;	
VIII	H	SIP	S.2.1.	cooking and preparatory equipment;	
VIII	H	SIP	S.2.2.	serving tools and utensils;	
VIII	H	SIP	S.2.3.	cleansing supplies and materials; and	
VIII	H	SIP	S.2.4.	dining tables and chairs.	
VIII	H	SIP	S.3.	Wash area and toilets are available.	
VIII	H	IMP	I.1.	The institution requires business and sanitary permits for the operation of the Food Center/Cafeteria/Canteen.	
VIII	H	IMP	I.2.	Food served is varied, nutritious, safe and sold at affordable price.	
VIII	H	IMP	I.3.	The Food Center/ Cafeteria/ Canteen is well-managed by qualified and competent staff.	
VIII	H	IMP	I.4.	Cleanliness and orderliness are enforced.	
VIII	H	IMP	I.5.	The food services are prompt.	
VIII	H	OUT	O.1	The Canteen/Cafeteria/Food Center is well-patronized.	
VIII	H	OUT	O.2	The food services generate income for the institution.	
VIII	I	SIP	S.1	 The Accreditation Center (AC) is accessible and conveniently located.	
VIII	I	SIP	S.2.	The AC has the following equipment and fixtures	
VIII	I	SIP	S.2.1.	working tables and chairs;	
VIII	I	SIP	S.2.2.	cabinets for display and filing;	
VIII	I	SIP	S.2.3.	good ventilation and lighting;	
VIII	I	SIP	S.2.4.	computer unit;	
VIII	I	SIP	S.2.5.	toilets; and	
VIII	I	SIP	S.2.6.	lounge.	
VIII	I	IMP	I.1.	The Institution/ College/ Academic Unit maintains the AC with the required resources, furniture, and documents.	
VIII	I	IMP	I.2.	The AC is managed by a qualified and committed staff/ faculty.	
VIII	I	IMP	I.3.	Required documents/ information and exhibits are updated, systematically packaged and readily available	
VIII	I	OUT	O.1	The AC is well-equipped and managed.	
VIII	J	SIP	S.1.	There are dormitories and housing facilities for students, faculty and staff.	
VIII	J	SIP	S.2	There is an Implementing Rules and Regulations (IRR) for in-campus housing services.	
VIII	J	SIP	S.3.	There is a system of coordinating with LGU’s on privately owned boarding houses.	
VIII	J	IMP	I.1.	The housing facilities are functionally designed.	
VIII	J	IMP	I.2.	The housing and surroundings are properly maintained and monitored.	
VIII	J	IMP	I.3.	The IRR on housing services is strictly followed (e.g. dormitory fees, etc.)	
VIII	J	IMP	I.4.	The institution coordinates with LGU’s and owners of private boarding houses.	
VIII	J	OUT	0.1.	The housing facilities are safe, habitable and well-maintained.	
VIII	J	OUT	0.2.	There is wholesome coordination among the institution, the LGU’s and the owners of private boarding houses.	
IX	A	SIP	S.1.	The laboratory layout conforms to acceptable standards (RA 6541 National Building Code of the Philippines/PD 856 “Code of Sanitation of the Philippines) and to particular needs of the program under survey.	
IX	A	SIP	S.2.	Room lightings conform to the standard requirements of fluorescent bulbs relative to the size of the room.	
IX	A	SIP	S.3.	The laboratories are properly lightened and well-ventilated.	
IX	A	SIP	S.4.	Each laboratory room has at least two exit doors that open outward.	
IX	A	SIP	S.5.	There is a laboratory for shop work for specific technologies.	
IX	A	SIP	S.6.	There is a computer laboratory with at least 15 usable computer units and a printer.	
IX	A	SIP	S.7.	A laboratory space of 2 sq.m. per student with a total area of 70 sq.m. is provided	
IX	A	IMP	I.1.	Furniture/ equipment arrangement allows free flow of movement and enables students to work comfortably without interference.	
IX	A	IMP	I.2.	Safety and precautionary measures are implemented.	
IX	A	IMP	I.3.	Usable fire extinguishers are accessible to staff and students.	
IX	A	IMP	I.4.	Laboratory Operations Manuals for the faculty and students are provided in each laboratory.	
IX	A	IMP	I.5.	Demonstration and training on the proper use of fire extinguishers, first-aid kit and other emergency measures are periodically conducted.	
IX	A	IMP	I.6.	A well-equipped first-aid kit, charts for antidotes and neutralizing solutions are always available in each laboratory room.	
IX	A	IMP	I.7.	A students’ access to a computer is at least 15 hours per term for every subject.	
IX	A	IMP	I.8.	Appropriate laboratories for general education subjects are adequately equipped and well-maintained.	
IX	A	IMP	I.9.	A well- equipped Multimedia Center is maintained.	
IX	A	IMP	I.10.	Gas, water and electricity are utilized for class practicum activities.	
IX	A	IMP	I.11	A demonstration table, equipped with sink, water, electrical and gas outlets is available and utilized.	
IX	A	IMP	I.12.	Laboratory supplies and equipment are kept in separate stock rooms.	
IX	A	OUT	O.1	The laboratories and shops are well-equipped, functional and are conducive to learning.	
IX	B	SIP	S.1.	The equipment, supplies and materials are available in the laboratories and shops.	
IX	B	SIP	S.2.	Apparatuses, tools and materials conform to the specifications required for the subjects in accordance with the CMO of the program.	
IX	B	SIP	S.3.	Varied computer software are available.	
IX	B	IMP	I.1.	Equipment are well-maintained.	
IX	B	IMP	I.2.	Laboratory supplies and materials are wisely utilized.	
IX	B	IMP	I.3.	Licensed computer software are installed and utilized.	
IX	B	OUT	O.1	The laboratory equipment, supplies and materials are sufficient and wisely utilized.	
IX	C	SIP	S.1.	A laboratory technicians/assistant is available for the proper upkeep of the laboratory.	
IX	C	SIP	S.2.	The institution has a Maintenance and Repair Department/Unit manned by skilled personnel who provides services on direct call.	
IX	C	IMP	I.1.	The institution keeps the laboratories neat, cleaned and orderly.	
IX	C	IMP	I.2.	Laboratory supplies and materials are regularly replenished/ replaced, whenever applicable.	
IX	C	IMP	I.3.	The inventory of laboratory facilities and equipment is systematically and periodically conducted.	
IX	C	IMP	I.4.	The laboratory equipment and instruments are in good condition and are periodically calibrated.	
IX	C	IMP	I.5.	All equipment are coded, listed and inventoried.	
IX	C	IMP	I.6.	Waste disposal is efficiently and effectively managed.	
IX	C	IMP	I.7.	The following are properly maintained by trained staff/ technicians	
IX	C	IMP	I.7.1.	shops;	
IX	C	IMP	I.7.2.	computer laboratory;	
IX	C	IMP	I.7.3.	multi-media/ educational technology center;	
IX	C	IMP	I.7.4.	research facility; and	
IX	C	IMP	I.7.5.	general education laboratory;	
IX	C	IMP	I.7.5.1.	natural science/ physical science;	
IX	C	IMP	I.7.5.2.	speech laboratory;	
IX	C	IMP	I.7.5.3.	physical education;	
IX	C	IMP	I.7.5.4.	others (please specify)	
IX	C	OUT	O.1	The laboratories and shops are functional and are properly maintained.	
IX	D	SIP	S.1	Specific program requirements (listing of materials and equipment as per CMO) are in accordance with guidelines/ policies embodied in official issuance.	
IX	D	SIP	S.2	There is an approved Project Procurement Management Plan (PPMP).	
IX	D	SIP	S.3	There is an approved Annual Procurement Plan (APP) for laboratory equipment, supplies and materials.	
IX	D	IMP	I.1	The institution implements the special provisions as listed in the CMO.	
IX	D	OUT	O.1	The special provisions in the CMO of the program are complied with.	
X	A	SIP	S.1	The institution has an organizational structure and functions approved by the Board of Regents/ Trustees (BOR/ BOT).	
X	A	SIP	S.2	Every office/unit in the organizational structure has functions approved by the BOR/BOT.	
X	A	IMP	I.1	The institution is subdivided into administrative units in accordance with the organizational structure.	
X	A	IMP	I.2	The functions, duties and responsibilities of administrative personnel/ staff in each unit/ office are identified and carried out.	
X	A	IMP	I.3	The Board of Regents/ Trustees is supportive with the growth and development of the institution.	
X	A	IMP	I.4	The Academic and Administrative Councils exercise their powers and perform their functions.	
X	A	IMP	I.5	The flow communication among and within units/ department is observed.	
X	A	OUT	O.1	The institution has a well-designed and functional organizational structure	
X	B	SIP	S.1	The Dean/ Academic Unit Head possess the required educational qualification and experience and other prescribed requirements needed to administer the College/ Academic Unit.	
X	B	SIP	S.2	The Department Chair/s or their equivalent qualification and experience.	
X	B	IMP	I.1	The dean is assisted by Department Chair/s with appropriate/ relevant educational qualification and experience.	
X	B	IMP	I.2	The Dean implements a supervisory program.	
X	B	IMP	I.3	The Dean participates in the recruitment and promotion of faculty and support staff.	
X	B	IMP	I.4	The Dean, the faculty and the administration work  together for the improvement of the College/ Academic Unit particularly in :	
X	B	IMP	I.4.1	setting standards and targets;	
X	B	IMP	I.4.2	planning of programs and other related activities;	
X	B	IMP	I.4.3	implementing, monitoring and evaluation of plans, programs and other related activities.	
X	B	IMP	I.4.4	establishing linkages, partnerships and networking activities;	
X	B	IMP	I.4.5	providing opportunities for professional growth and development of the faculty and staff;	
X	B	IMP	I.4.6	preparing policies and guidelines on the internal administration and operation of the College/ Academic Unit; and	
X	B	IMP	I.4.7	preparing guidelines on the proper use and maintenance of facilities, equipment, supplies and materials, etc.	
X	B	IMP	I.5	Definite criteria and procedures in the selection and promotion of the most qualified faculty and staff are observed.	
X	B	IMP	I.6	The Dean, faculty, staff, and  students pursue collaborative activities in generating resources and income and in implementing cost-effective measures.	
X	B	IMP	I.7	The Dean implements policies and procedures on internal administration and operations of the College/Academic Unit.	
X	B	OUT	O.1	The College/ Academic Unit is efficiently and effectively managed.	
X	C	SIP	S.1	 The institution has an approved and printed Student Handbook/Manual containing policies and guidelines on the following aspects of student life:	
X	C	SIP	S.1.1	admission and retention;	
X	C	SIP	S.1.2	registration requirements;	
X	C	SIP	S.1.3	school fees;	
X	C	SIP	S.1.4	academic load;	
X	C	SIP	S.1.5	transfers;	
X	C	SIP	S.1.6	residence, course work, scholastic and graduation requirements;	
X	C	SIP	S.1.7	examination and grading system;	
X	C	SIP	S.1.8	Scholarships/ grants/ assistantships;	
X	C	SIP	S.1.9	shifting and adding and dropping of course/s/ subject/s;	
X	C	SIP	S.1.10	code of conduct and discipline;	
X	C	SIP	S.1.11	attendance; and	
X	C	SIP	S.1.12	others (please specify)____.	
X	C	IMP	I.1	Students are provided opportunities to participate in the planning and implementation of activities concerning their welfare.	
X	C	IMP	I.2	Concerned officials, faculty and staff act promptly on requests, needs and problems of the students.	
X	C	IMP	I.3	The administration, faculty, staff and students work harmoniously and maintain good relationship.	
X	C	OUT	O.1	The institution has an effective and functional Student Administration.	
X	D	SIP	S.1	The institution has approved Financial Development Plan (FDP).	
X	D	SIP	S.2	The approved budget is in consonance with the FDP.	
X	D	SIP	S.3	The institution has specific budgetary allotment for the following:	
X	D	SIP	S.3.1	personnel activities;	
X	D	SIP	S.3.2	maintenance and other operating expenses (MODE);	
X	D	SIP	S.3.3	capital outlay; and	
X	D	SIP	S.3.4	special projects.	
X	D	IMP	I.1	The institution maintains a Financial Management Office managed by qualified and competent staff.	
X	D	IMP	I.2	The financial management personnel are responsible for the efficient management of financial resources/ funds of the institution.	
X	D	IMP	I.3	The administrative, faculty, staff and student representatives participate in the budget preparation and in the procurement program of the institution.	
X	D	IMP	I.4	The budget of the institution is fairly and objectively allocated.	
X	D	IMP	I.5	The institution allocates funds for the following services and activities:	
X	D	IMP	I.5.1	cultural development;	
X	D	IMP	I.5.2	athletic and sports development;	
X	D	IMP	I.5.3	medical and dental services;	
X	D	IMP	I.5.4	library;	
X	D	IMP	I.5.5	student body organization;	
X	D	IMP	I.5.6	guidance and counseling;	
X	D	IMP	I.5.7	improvement of laboratories/ shops;	
X	D	IMP	I.5.8	repair and maintenance of facilities and equipment;	
X	D	IMP	I.5.9	purchase of new equipment, supplies and materials;	
X	D	IMP	I.5.10	replacement of old unserviceable equipment;	
X	D	IMP	I.5.11	construction of new facilities as needed;	
X	D	IMP	I.5.12	improvement/ expansion of physical plant;	
X	D	IMP	I.5.13	extension and community services;	
X	D	IMP	I.5.14	disaster and risk reduction; and	
X	D	IMP	I.5.15	auxiliary services, etc.	
X	D	IMP	I.6	The budget allocated for specific expenditures indicated in item 1.5 is allotted in consonance with existing policies and guidelines.	
X	D	OUT	O.1	The institution has a sound and effective financial management system.	
X	E	SIP	S.1	The institution has an approved procurement management system in consonance with the Revised IRR of RA 9184 (Government Procurement Reform Act).	
X	E	SIP	S.2	The institution has a system for proper disposal of non-serviceable and condemned equipment, supplies and materials.	
X	E	SIP	S.3	The office has a storeroom for keeping and securing equipment, supplies and materials purchased.	
X	E	IMP	I.1	The institution maintains a Supply Management Office (SMO) managed by qualified staff with specific functions and responsibilities.	
X	E	IMP	I.2	The Bids and Awards Committee (BAC) are responsible for the procurement and deliveries of needed equipment, supplies and materials in accordance with the approval Annual Procurement Plan (APP) and Project Procurement Management Plan (PPMP).	
X	E	IMP	I.3	The Bids and Awards Committee (BAC) perform its tasks and responsibilities in accordance with recent procurement policies and official issuances.	
X	E	IMP	I.4	The SMO prepares, evaluates, submits the annual inventory of serviceable and non-serviceable facilities and equipment.	
X	E	IMP	I.5	All approved requests for procurement are published in the Philippine Government Electronic Procurement System (Phil-GEPS).	
X	E	OUT	O.1	The institution has an efficient and effective Supply and Management System.	
X	E	OUT	O.2	All procurement transactions are transparent.	
X	F	SIP	S.1	The institution has a system record keeping.	
X	F	SIP	S.2	The institution has policies and procedures to ensure the security and confidentially of records.	
X	F	SIP	S.3	Policies and procedures on prompt release of records are in place.	
X	F	IMP	I.1	The institution maintains a Records Management Office (RMO) managed by a qualified Records Officer.	
X	F	IMP	I.2	A records system is installed in Offices where it allows easy access to information needed by concerned parties.	
X	F	IMP	I.3	The Human Resource Management OFFICE (HRMO) maintains accurate, up-to-date and systematically filed records of faculty and non-teaching personnel.	
X	F	IMP	I.4	The following updated record compilations are made available to concerned parties:	
X	F	IMP	I.4.1	minutes of the Board of Regents/ Trustees meetings;	
X	F	IMP	I.4.2	minutes of the faculty meetings, e.g. minutes of the Academic Council meetings;	
X	F	IMP	I.4.3	faculty/ non-teaching personnel individual files;	
X	F	IMP	I.4.4	Faculty/ non-teaching personnel performance evaluation results; and	
X	F	IMP	I.4.5	other records such as;	
X	F	IMP	I.4.5.1	Student directory;	
X	F	IMP	I.4.5.2	alumni directory;	
X	F	IMP	I.4.5.3	permanent records of students;	
X	F	IMP	I.4.5.4	reports of Director/ Dean;	
X	F	IMP	I.4.5.5	annual reports;	
X	F	IMP	I.4.5.6	accomplishment/ progress reports;	
X	F	IMP	I.4.5.7	scholarship records;	
X	F	IMP	I.4.5.8	statistical data;	
X	F	IMP	I.4.5.9	financial records of students;	
X	F	IMP	I.4.5.10	inventory of property;	
X	F	IMP	I.4.5.11	proceedings of administrative investigation (if any); and	
X	F	IMP	I.4.5.12	others (please specify)	
X	F	OUT	O.1	The institution has a commendable Records Management System.	
X	G	SIP	S.1	The institution has an approved Strategic Development Plan (SDP) available in printed and/ or electronic forms.	
X	G	SIP	S.2	There is a system to monitor the implementation of the CSDP.	
X	G	IMP	I.1	The institution’s Planning and Development Unit plans, monitors and evaluates planned activities/ targets.	
X	G	IMP	I.2	The planning process is a cooperative and participative endeavor of the administration, the faculty staff and the students.	
X	G	IMP	I.3	The SDP is implemented, monitored, evaluated, reviewed and updated regularly.	
X	G	OUT	O.1	The SDP is congruent with the VMGO as well as with the local, regional and national development goals and agenda.	
X	H	SIP	S.1	The institution has an approved performance evaluation system for administrative personnel which includes the following items:	
X	H	SIP	S.1.1	competence;	
X	H	SIP	S.1.2	quality of work;	
X	H	SIP	S.1.3	work ethic (punctuality, wise use of time, etc.);	
X	H	SIP	S.1.4	creative ability and innovativeness;	
X	H	SIP	S.1.5	ability to handle internal and external pressures; and	
X	H	SIP	S.1.6	interpersonal relations.	
X	H	IMP	I.1	The institution regularly monitors and evaluates the performance of the administrative staff.	
X	H	IMP	I.2	The results of performance evaluation of the administrative personnel are utilized:	
X	H	IMP	I.2.1	to improve performance and delivery service; and	
X	H	IMP	I.2.2	for promotion.	
X	H	OUT	O.1	The administrative personnel have commendable performance.	
